Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x00000003ce66b8>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x00000003f48be0>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003d6d870>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x00000003caa2a8>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004144638>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004134210>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000411d218>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x000000040eaa48>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040d3f50>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003d6d870>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000004305af8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000043271d0>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000004375268>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x0000000425ae00>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000042796e8>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x000000042bba20>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x000000042bba20>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x0000000417ed88>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004193af8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000041ff668>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000041ff668>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000041ff668>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000004026b48>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004058328>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004039a18>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x0000000409eb20>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x00000003d78f90>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003e286c0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003e05468>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003dd63c0>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003d838c8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003eddf20>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x0000000428f538>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x0000000428f538>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003f0d040>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003f0d040>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x0000000438af50>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000438af50>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000042bba70>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x000000042bba70>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000028079e0>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000041d2a28>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x000000041d2a28>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000004058508>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000004058508>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003f3c3b8>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003f3c3b8>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x00000003f03810>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003f03810>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x00000003c7f968>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x00000003cc89d8>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003cb4898>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003ca1a18>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c8a5c0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000003d3efc0>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000339d408>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000339d408>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003327cf8>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003327cf8>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x0000000281dfb0>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x00000002b3a798>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x0000000401bb08>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003336050>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x0000000281dfb0>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003cc89d8>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003cb4898>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003ca1a18>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c8a5c0>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x00000003c7f968>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003336050>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003e8d2c8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003ea6ac0>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003ef75b0>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003db0030>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003dd5240>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003e3eb28>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003e3eb28>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x00000003cdeb48>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003cfb4f0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x00000003d62010>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x00000003d62010>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x00000003d62010>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x000000033394d0>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000034dde58>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000334cc60>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x00000003c4c2c0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x00000003321f38>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033c82e8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000339d750>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000337dba8>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000332d928>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x000000035041e8>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000403aee0>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x0000000403aee0>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003f77670>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003f77670>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003eea7e8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003eea7e8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003df6e90>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000003df6e90>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000040dcd58>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003d124c0>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000003d124c0>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000330f220>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x0000000330f220>.port
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x0000000352cc10>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000352cc10>.xid
  0.00  1306.29      0.00        8     0.00     0.00  #<BinData::Struct:0x000000034ed7e0>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000034ed7e0>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x00000004241090>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x00000002687048>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000024722a8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003eb9198>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004310598>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000002b82318>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000041ab9c8>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000041ab9c8>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000004171368>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000004171368>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x000000040b1d60>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x000000040ff538>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x000000036628a0>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000417d7f8>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x000000040b1d60>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000002687048>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000024722a8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003eb9198>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004310598>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004241090>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000417d7f8>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x000000033bd640>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033f6d78>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x000000034716e0>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000002cc3b00>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000331de88>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003357d18>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003357d18>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x000000026354c8>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000274ff70>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x00000002b2b298>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x00000002b2b298>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x00000002b2b298>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000435d668>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000043887f0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000043756f0>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x00000003de38e0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x00000004140fb0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000041a3700>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000041901c8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004184e18>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004154600>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x0000000424db88>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000035e6a70>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x000000035e6a70>.flags
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x000000034d2120>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000034d2120>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x000000033f7c00>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000033f7c00>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002cc24f8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000002cc24f8>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x0000000358e9d8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002677620>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000002677620>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000004324778>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000004324778>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000004235150>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000004235150>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x00000004214400>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000004214400>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x00000003f60c68>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x000000040189a8>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003feb8b8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003fd0298>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003f77f30>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000040a7428>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003c8e9e0>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003c8e9e0>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003c5b748>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003c5b748>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x00000003682268>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x000000034918a0>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x000000042e5640>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003c63e20>.flags
  0.00  1306.29      0.00       12     0.00     0.00  #<BinData::Struct:0x00000003682268>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040189a8>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003feb8b8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003fd0298>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003f77f30>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003f60c68>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c63e20>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x0000000415d340>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000041733e8>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x000000041a1f18>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x000000040bdc28>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040d3b90>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x0000000411cd18>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x0000000411cd18>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x00000003fa2848>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003ff40d0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x0000000406d020>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x0000000406d020>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x0000000406d020>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003db0210>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003df64e0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003dbf5f8>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x00000003e61380>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x00000003c24590>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c6a720>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c5e6f0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c561d0>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c2d410>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003cca878>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000422bdf8>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x0000000422bdf8>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000041a2d00>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000041a2d00>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000004146de8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000004146de8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000004087ba0>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000004087ba0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000042e7490>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003f75730>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000003f75730>.octets
