Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c030c8088>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c01339b48>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7c01339b48>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c014065a8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c014065a8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01647808>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01647808>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01bbd710>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c01bbd710>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c03002bf8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02b34b58>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c02b34b58>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c025b9160>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c025b9160>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02743698>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02743698>.xid
  0.00  1306.29      0.00        8     0.00     0.00  #<BinData::Struct:0x007f7c02a0bbf0>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02a0bbf0>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7c025d1918>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x007f7c0266fb40>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02654598>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02632768>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c025f4468>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c0277fdc8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01e089c0>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01e089c0>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c01d06c20>.binary=
  0.00  1306.29      0.00        5     0.00     2.00  #<BinData::Struct:0x007f7c01d06c20>.binary
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7c01aef950>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c02a95e40>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c01d4cd10>.flags
  0.00  1306.29      0.00       12     0.00     1.67  #<BinData::Struct:0x007f7c019eba68>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0266fb40>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02654598>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c02632768>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c025f4468>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c025d1918>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01d4cd10>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bfe532e98>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe6c1ef8>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfebdcde8>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bffc11448>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffc7d490>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfebd0ac0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfebd0ac0>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7bff2b7f78>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff422e30>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bff8f2578>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bff8f2578>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bff8f2578>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bffc9fc48>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe51f9d8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffd570f0>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7bfe5cb4e0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7bff186668>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff529d60>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff4ddde8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff486980>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff34e950>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bff7d8fc0>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003e992a8>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x00000003e992a8>.flags
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c02a030b8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02a030b8>.octets
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c032e99e8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c032e99e8>.octets
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c0314b870>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c0314b870>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bfcd2ce48>.wildcards
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x007f7c0147dd60>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c0147dd60>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c031823c0>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c031823c0>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c0156e1e8>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c0156e1e8>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x007f7c01340128>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01340128>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7c02a72c60>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x007f7c02412758>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c020ddf88>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0213f558>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02484c40>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c01ea2250>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c03233cd8>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c03233cd8>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c02ff5f70>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c02ff5f70>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7c013c9ef0>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7c0151fb60>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c030f9de0>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c03022f48>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x007f7c013c9ef0>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02412758>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c020ddf88>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c0213f558>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02484c40>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02a72c60>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c03022f48>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c028053b0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0284c1c0>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c028ad3d0>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c026a6bb8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c026d87f8>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c027729c0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c027729c0>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7c024e3358>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02559df0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c026395e0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c026395e0>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c026395e0>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c01ffd870>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0205e940>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0202fb90>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7c021011b8>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7c019b9450>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01c325b0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01ba9fd0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01ac16e0>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c019e8f98>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01dcc010>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bfec469a0>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7bfec469a0>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bffd69188>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bffd69188>.octets
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7bffc7d1e8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bffc7d1e8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff541668>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7bff541668>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bff4b3818>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bfe8c58f8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7bfe8c58f8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff8482f8>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7bff8482f8>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff4dc100>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff4dc100>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x007f7bff434e50>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff434e50>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7bfe7151e8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe86a340>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe807150>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe7497e0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bfeca6e18>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bfcef8218>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bfcef8218>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003e323f0>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003e323f0>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x00000002c82ab0>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x00000003cf9ce0>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7bff774070>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bfcc6d8b8>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x00000002c82ab0>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe8a86e0>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe86a340>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe807150>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe7497e0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfe7151e8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfcc6d8b8>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01e89b88>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01c4ba10>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c018c3640>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c02410598>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0246d180>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c02a9d398>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c02a9d398>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7c0146d0a0>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c029d6bf8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c02487d50>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c02487d50>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c02487d50>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c033cfa88>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c03410010>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c033edbc8>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7c034a6830>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7c013e0088>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c013f88b8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0131ff90>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01350aa0>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0139c068>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c03020f18>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c028897c8>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7c028897c8>.flags
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c0277c330>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c0277c330>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x007f7c0268dd98>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c0268dd98>.octets
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c02504f58>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c02504f58>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c029ccc48>.wildcards
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c021a33c8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c021a33c8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01d70440>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c01d70440>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01a581b8>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01a581b8>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x007f7c019ebc48>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c019ebc48>.match
  0.00  1306.29      0.00       72     0.00     0.14  #<BinData::Struct:0x007f7c0166e250>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01631170>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c015dc490>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c014ac7c8>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c01765cd0>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff537910>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff537910>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7bfef9ebc0>.binary=
  0.00  1306.29      0.00        5     0.00     2.00  #<BinData::Struct:0x007f7bfef9ebc0>.binary
  0.00  1306.29      0.00       20     0.00     0.50  #<BinData::Struct:0x007f7bffc4ab08>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7bfe9cff78>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c01d05230>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bff1b4a90>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x007f7bffc4ab08>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0166e250>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01631170>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c015dc490>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c014ac7c8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01455978>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff1b4a90>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bfeb45ad8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfeca5b30>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfedfea90>.message_length
